Name,County,Population,MedianAge,Household Income,PerCapitaIncome,UnemploymentCount,PovertyCount,PovertyRate,State,abbr,UnemployementRate,MedicialPercent,StudentDebtPercent,AutoDebtPercent,OtherPercent,MedicialAmount,StudentDebtAmount,AutoDebtAmount,OtherAmount,TotalDebt
"Putnam County, Indiana",Putnam County,37543,37.8,55295,23842,874,3696,9.844711398,Indiana,IN,0.023279972000000003,33%,15%,31%,21%,"$60,922.1 ","$27,691.9 ","$57,229.9 ","$38,768.6 ","$100,473 "
"Union County, Indiana",Union County,7225,43.3,45531,22527,140,583,8.069204152000001,Indiana,IN,0.019377163,,,,,,,,,
"Washington County, Indiana",Washington County,27807,41.2,46861,23223,906,3644,13.10461395,Indiana,IN,0.032581724,38%,13%,29%,20%,"$70,152.8 ","$23,999.6 ","$53,537.6 ","$36,922.5 ","$101,554 "
"Daviess County, Indiana",Daviess County,32777,34.6,48355,21794,812,4184,12.76504866,Indiana,IN,0.024773469,31%,12%,30%,27%,"$57,229.9 ","$22,153.5 ","$55,383.8 ","$49,845.4 ","$122,783 "
"Dearborn County, Indiana",Dearborn County,49564,42.7,62905,30228,1514,4925,9.936647567,Indiana,IN,0.030546364,30%,15%,36%,19%,"$55,383.8 ","$27,691.9 ","$66,460.5 ","$35,076.4 ","$95,793 "
"Henry County, Indiana",Henry County,48649,42.2,46131,23293,1513,7253,14.90883677,Indiana,IN,0.031100331000000002,32%,15%,34%,19%,"$59,076.0 ","$27,691.9 ","$62,768.3 ","$35,076.4 ","$95,627 "
"Knox County, Indiana",Knox County,37763,38.1,44837,23441,1057,5512,14.59629796,Indiana,IN,0.027990361000000002,37%,12%,28%,23%,"$68,306.6 ","$22,153.5 ","$51,691.5 ","$42,460.9 ","$107,783 "
"Lawrence County, Indiana",Lawrence County,45669,42.6,49985,25036,1125,5150,11.27679608,Indiana,IN,0.024633778,36%,16%,33%,15%,"$66,460.5 ","$29,538.0 ","$60,922.1 ","$27,691.9 ","$71,350 "
"Madison County, Indiana",Madison County,129641,40.2,45432,23680,4092,21454,16.54877701,Indiana,IN,0.031564089,38%,16%,32%,14%,"$70,152.8 ","$29,538.0 ","$59,076.0 ","$25,845.8 ","$95,575 "
"Perry County, Indiana",Perry County,19229,41.9,49689,23003,330,2529,13.15200998,Indiana,IN,0.017161579,,,,,,,,,
"Pike County, Indiana",Pike County,12471,43.9,50196,25648,232,1300,10.42418411,Indiana,IN,0.018603158999999998,,,,,,,,,
"Pulaski County, Indiana",Pulaski County,12761,41.8,47633,24445,420,1663,13.03189405,Indiana,IN,0.032912781,,,,,,,,,
"Posey County, Indiana",Posey County,25599,42.5,60992,30763,445,2398,9.36755342,Indiana,IN,0.017383492,22%,13%,26%,39%,"$40,614.8 ","$23,999.6 ","$47,999.3 ","$71,998.9 ","$83,615 "
"Steuben County, Indiana",Steuben County,34459,42.7,52749,26902,883,3325,9.649148262999999,Indiana,IN,0.025624655,28%,13%,31%,28%,"$51,691.5 ","$23,999.6 ","$57,229.9 ","$51,691.5 ","$141,646 "
"Warren County, Indiana",Warren County,8269,44.6,58950,29312,199,762,9.215140887999999,Indiana,IN,0.024065787999999998,,,,,,,,,
"Vermillion County, Indiana",Vermillion County,15644,43.2,45440,23891,345,2066,13.20634109,Indiana,IN,0.022053182999999997,,,,,,,,,
"Wells County, Indiana",Wells County,27832,39.8,53038,25850,424,3011,10.81848232,Indiana,IN,0.015234263,20%,20%,33%,27%,"$36,922.5 ","$36,922.5 ","$60,922.1 ","$49,845.4 ","$106,355 "
"Floyd County, Indiana",Floyd County,76481,39.9,59451,30663,2066,8104,10.59609576,Indiana,IN,0.027013245,34%,16%,28%,22%,"$62,768.3 ","$29,538.0 ","$51,691.5 ","$40,614.8 ","$93,538 "
"Allen County, Indiana",Allen County,367747,35.7,51091,26932,11872,53204,14.46755514,Indiana,IN,0.032283064,33%,24%,32%,11%,"$60,922.1 ","$44,307.0 ","$59,076.0 ","$20,307.4 ","$77,617 "
"Decatur County, Indiana",Decatur County,26480,38.8,52270,25548,654,2957,11.16691843,Indiana,IN,0.024697885,33%,14%,37%,16%,"$60,922.1 ","$25,845.8 ","$68,306.6 ","$29,538.0 ","$114,271 "
"Delaware County, Indiana",Delaware County,115938,35.4,41208,23271,4574,23018,19.85371492,Indiana,IN,0.039452121,38%,18%,26%,18%,"$70,152.8 ","$33,230.3 ","$47,999.3 ","$33,230.3 ","$90,372 "
"Miami County, Indiana",Miami County,36035,39.9,46666,22890,1295,5363,14.88275288,Indiana,IN,0.035937283,35%,17%,37%,11%,"$64,614.4 ","$31,384.1 ","$68,306.6 ","$20,307.4 ","$70,659 "
"Jefferson County, Indiana",Jefferson County,32293,40.6,50722,25429,1079,4055,12.55690088,Indiana,IN,0.033412814,40%,14%,22%,24%,"$73,845.0 ","$25,845.8 ","$40,614.8 ","$44,307.0 ","$119,671 "
"Jennings County, Indiana",Jennings County,27840,39.6,48362,22901,831,3815,13.703304600000001,Indiana,IN,0.029849137999999997,44%,13%,31%,12%,"$81,229.5 ","$23,999.6 ","$57,229.9 ","$22,153.5 ","$114,631 "
"Johnson County, Indiana",Johnson County,149359,37.3,65272,31101,3564,13820,9.252873948,Indiana,IN,0.02386197,30%,20%,36%,14%,"$55,383.8 ","$36,922.5 ","$66,460.5 ","$25,845.8 ","$86,200 "
"Morgan County, Indiana",Morgan County,69533,41.5,60317,27402,2016,8073,11.61031453,Indiana,IN,0.028993427999999998,35%,17%,37%,11%,"$64,614.4 ","$31,384.1 ","$68,306.6 ","$20,307.4 ","$107,347 "
"Gibson County, Indiana",Gibson County,33596,40.5,51149,27342,596,3497,10.40897726,Indiana,IN,0.017740207,30%,13%,31%,26%,"$55,383.8 ","$23,999.6 ","$57,229.9 ","$47,999.3 ","$128,585 "
"Newton County, Indiana",Newton County,14056,42.5,52193,24315,480,1932,13.74501992,Indiana,IN,0.034149118,,,,,,,,,
"Orange County, Indiana",Orange County,19623,41.3,42803,22715,406,2892,14.73780767,Indiana,IN,0.020690007,,,,,,,,,
"St. Joseph County, Indiana",St. Joseph County,268613,36.5,48121,25893,8633,44003,16.38156009,Indiana,IN,0.032139174,32%,18%,29%,21%,"$59,076.0 ","$33,230.3 ","$53,537.6 ","$38,768.6 ","$95,361 "
"Kosciusko County, Indiana",Kosciusko County,78720,38.0,57190,27884,1847,8600,10.92479675,Indiana,IN,0.023462907,25%,15%,33%,27%,"$46,153.1 ","$27,691.9 ","$60,922.1 ","$49,845.4 ","$89,527 "
"Marshall County, Indiana",Marshall County,46752,39.8,51869,24289,1548,5302,11.34069131,Indiana,IN,0.033110883,28%,16%,31%,25%,"$51,691.5 ","$29,538.0 ","$57,229.9 ","$46,153.1 ","$83,181 "
"Switzerland County, Indiana",Switzerland County,10617,40.0,43468,21511,311,2065,19.44993878,Indiana,IN,0.029292644,,,,,,,,,
"Vanderburgh County, Indiana",Vanderburgh County,181831,37.9,44815,26917,4713,31506,17.32707844,Indiana,IN,0.025919672999999997,35%,15%,25%,25%,"$64,614.4 ","$27,691.9 ","$46,153.1 ","$46,153.1 ","$103,540 "
"Blackford County, Indiana",Blackford County,12214,43.7,40622,22328,384,1534,12.55935811,Indiana,IN,0.031439332,,,,,,,,,
"Carroll County, Indiana",Carroll County,19994,42.3,56188,26589,519,2015,10.07802341,Indiana,IN,0.025957787000000003,28%,16%,39%,17%,"$51,691.5 ","$29,538.0 ","$71,998.9 ","$31,384.1 ","$86,375 "
"Scott County, Indiana",Scott County,23722,40.7,49243,24186,610,3198,13.48115673,Indiana,IN,0.025714527,47%,12%,25%,16%,"$86,767.9 ","$22,153.5 ","$46,153.1 ","$29,538.0 ","$115,025 "
"Harrison County, Indiana",Harrison County,39450,42.7,53897,25993,1249,5005,12.6869455,Indiana,IN,0.03166033,32%,12%,29%,27%,"$59,076.0 ","$22,153.5 ","$53,537.6 ","$49,845.4 ","$84,183 "
"Huntington County, Indiana",Huntington County,36520,40.3,50063,24222,746,4057,11.10898138,Indiana,IN,0.020427163,26%,18%,33%,23%,"$47,999.3 ","$33,230.3 ","$60,922.1 ","$42,460.9 ","$112,222 "
"LaPorte County, Indiana",LaPorte County,110839,40.2,49921,25004,4084,16924,15.26899377,Indiana,IN,0.036846236,37%,16%,31%,16%,"$68,306.6 ","$29,538.0 ","$57,229.9 ","$29,538.0 ","$101,825 "
"Wabash County, Indiana",Wabash County,31848,42.0,49052,24700,883,3993,12.53767898,Indiana,IN,0.027725446,31%,14%,34%,21%,"$57,229.9 ","$25,845.8 ","$62,768.3 ","$38,768.6 ","$95,771 "
"White County, Indiana",White County,24279,42.0,51404,26275,524,2342,9.646196301,Indiana,IN,0.021582437000000003,31%,14%,35%,20%,"$57,229.9 ","$25,845.8 ","$64,614.4 ","$36,922.5 ","$145,486 "
"Jasper County, Indiana",Jasper County,33448,39.0,56574,24953,842,2898,8.664195169,Indiana,IN,0.025173402999999997,29%,14%,34%,23%,"$53,537.6 ","$25,845.8 ","$62,768.3 ","$42,460.9 ","$110,829 "
"Jay County, Indiana",Jay County,21107,39.8,42878,20193,604,3705,17.5534183,Indiana,IN,0.028616099,,,,,,,,,
"Martin County, Indiana",Martin County,10219,42.0,49372,25138,212,1330,13.01497211,Indiana,IN,0.02074567,,,,,,,,,
"Porter County, Indiana",Porter County,167391,39.4,65979,31879,4843,17954,10.72578574,Indiana,IN,0.02893226,23%,19%,35%,23%,"$42,460.9 ","$35,076.4 ","$64,614.4 ","$42,460.9 ","$86,305 "
"Shelby County, Indiana",Shelby County,44339,41.3,57216,27317,1148,4623,10.42648684,Indiana,IN,0.025891427,36%,18%,32%,14%,"$66,460.5 ","$33,230.3 ","$59,076.0 ","$25,845.8 ","$73,850 "
"Ripley County, Indiana",Ripley County,28372,40.6,53698,25385,829,2916,10.27773862,Indiana,IN,0.029218947999999998,28%,16%,34%,22%,"$51,691.5 ","$29,538.0 ","$62,768.3 ","$40,614.8 ","$140,263 "
"Spencer County, Indiana",Spencer County,20610,43.2,55280,29114,591,1964,9.529354682000001,Indiana,IN,0.0286754,,,,,,,,,
"Sullivan County, Indiana",Sullivan County,20900,41.4,45031,22239,505,2934,14.03827751,Indiana,IN,0.024162679,,,,,,,,,
"Tipton County, Indiana",Tipton County,15290,44.5,53931,28507,295,1414,9.247874428,Indiana,IN,0.019293656,,,,,,,,,
"Tippecanoe County, Indiana",Tippecanoe County,186081,28.1,50486,25481,5041,35575,19.118018499999998,Indiana,IN,0.027090352999999998,31%,17%,27%,25%,"$57,229.9 ","$31,384.1 ","$49,845.4 ","$46,153.1 ","$118,171 "
"Vigo County, Indiana",Vigo County,107723,36.1,42030,22932,4064,19632,18.224520300000002,Indiana,IN,0.037726391,38%,19%,27%,16%,"$70,152.8 ","$35,076.4 ","$49,845.4 ","$29,538.0 ","$76,063 "
"Warrick County, Indiana",Warrick County,61581,40.5,66080,33528,1100,4656,7.560773615,Indiana,IN,0.017862652,26%,15%,34%,25%,"$47,999.3 ","$27,691.9 ","$62,768.3 ","$46,153.1 ","$112,967 "
"Hamilton County, Indiana",Hamilton County,309687,36.6,90582,44443,5591,15322,4.947576101,Indiana,IN,0.018053712,19%,20%,38%,23%,"$35,076.4 ","$36,922.5 ","$70,152.8 ","$42,460.9 ","$103,205 "
"DeKalb County, Indiana",DeKalb County,42524,39.1,51374,26057,1026,5262,12.37418869,Indiana,IN,0.024127552000000003,30%,18%,33%,19%,"$55,383.8 ","$33,230.3 ","$60,922.1 ","$35,076.4 ","$88,961 "
"LaGrange County, Indiana",LaGrange County,38720,31.5,58336,22780,498,3489,9.010847107,Indiana,IN,0.01286157,,,,,,,,,
"Bartholomew County, Indiana",Bartholomew County,81024,38.1,57331,29955,2078,9870,12.18157583,Indiana,IN,0.025646722,26%,15%,33%,26%,"$47,999.3 ","$27,691.9 ","$60,922.1 ","$47,999.3 ","$110,053 "
"Rush County, Indiana",Rush County,16765,41.6,47955,23749,368,3027,18.05547271,Indiana,IN,0.021950492000000002,,,,,,,,,
"Boone County, Indiana",Boone County,63013,38.4,75591,42844,1106,3820,6.062241125,Indiana,IN,0.017551933999999998,23%,18%,35%,24%,"$42,460.9 ","$33,230.3 ","$64,614.4 ","$44,307.0 ","$119,622 "
"Fulton County, Indiana",Fulton County,20296,41.9,47108,23557,382,2655,13.08139535,Indiana,IN,0.018821443,32%,16%,29%,23%,"$59,076.0 ","$29,538.0 ","$53,537.6 ","$42,460.9 ","$94,844 "
"Lake County, Indiana",Lake County,488694,38.6,52559,26590,20164,80849,16.54389045,Indiana,IN,0.041260994,36%,19%,30%,15%,"$66,460.5 ","$35,076.4 ","$55,383.8 ","$27,691.9 ","$83,232 "
"Montgomery County, Indiana",Montgomery County,38288,40.5,53075,25519,856,3734,9.752402842,Indiana,IN,0.022356874,33%,13%,35%,19%,"$60,922.1 ","$23,999.6 ","$64,614.4 ","$35,076.4 ","$121,523 "
"Noble County, Indiana",Noble County,47421,38.5,52393,25260,1366,4295,9.057168765,Indiana,IN,0.028805802999999998,29%,13%,37%,21%,"$53,537.6 ","$23,999.6 ","$68,306.6 ","$38,768.6 ","$89,415 "
"Adams County, Indiana",Adams County,35018,33.3,48290,21534,817,6448,18.413387399999998,Indiana,IN,0.023330858,21%,16%,31%,32%,"$38,768.6 ","$29,538.0 ","$57,229.9 ","$59,076.0 ","$95,713 "
"Clark County, Indiana",Clark County,114893,38.8,52834,26875,3412,10981,9.557588365,Indiana,IN,0.029697197,42%,16%,26%,16%,"$77,537.3 ","$29,538.0 ","$47,999.3 ","$29,538.0 ","$94,513 "
"Fayette County, Indiana",Fayette County,23426,42.4,41476,22428,791,4188,17.87757193,Indiana,IN,0.033765901,37%,15%,31%,17%,"$68,306.6 ","$27,691.9 ","$57,229.9 ","$31,384.1 ","$89,727 "
"Delaware County, Iowa",Delaware County,17326,43.4,60534,30768,244,1570,9.06152603,Iowa,IA,0.014082881,11%,21%,32%,36%,"$20,307.4 ","$38,768.6 ","$59,076.0 ","$66,460.5 ","$57,448 "
"Jefferson County, Iowa",Jefferson County,17945,40.9,44516,26630,597,2510,13.98718306,Iowa,IA,0.03326832,30%,24%,22%,24%,"$55,383.8 ","$44,307.0 ","$40,614.8 ","$44,307.0 ","$87,263 "
"Wayne County, Iowa",Wayne County,6405,43.3,42434,23367,75,1001,15.628415300000002,Iowa,IA,0.011709602,,,,,,,,,
"Allamakee County, Iowa",Allamakee County,13940,45.0,47895,27377,237,1550,11.11908178,Iowa,IA,0.017001435,,,,,,,,,
"Linn County, Iowa",Linn County,220008,37.4,62702,32786,4627,20280,9.217846624,Iowa,IA,0.021031052999999997,28%,23%,37%,12%,"$51,691.5 ","$42,460.9 ","$68,306.6 ","$22,153.5 ","$68,235 "
"Scott County, Iowa",Scott County,171493,38.1,57681,30798,3654,20615,12.02089881,Iowa,IA,0.021306992,29%,22%,37%,12%,"$53,537.6 ","$40,614.8 ","$68,306.6 ","$22,153.5 ","$71,945 "
"Dallas County, Iowa",Dallas County,80864,35.1,82719,42417,1072,4345,5.373219232,Iowa,IA,0.013256826000000001,18%,22%,45%,15%,"$33,230.3 ","$40,614.8 ","$83,075.6 ","$27,691.9 ","$87,205 "
"O'Brien County, Iowa",O'Brien County,13944,43.3,56314,32051,175,1328,9.523809523999999,Iowa,IA,0.012550201,,,,,,,,,
"Benton County, Iowa",Benton County,25646,42.1,64061,32356,487,2182,8.508149419,Iowa,IA,0.018989316000000003,18%,21%,37%,24%,"$33,230.3 ","$38,768.6 ","$68,306.6 ","$44,307.0 ","$56,681 "
"Butler County, Iowa",Butler County,14822,43.7,53937,28584,245,1369,9.236270409,Iowa,IA,0.016529483,,,,,,,,,
"Dubuque County, Iowa",Dubuque County,96571,38.6,59150,30117,2038,11051,11.44339398,Iowa,IA,0.021103643999999998,24%,20%,36%,20%,"$44,307.0 ","$36,922.5 ","$66,460.5 ","$36,922.5 ","$82,375 "
"Fremont County, Iowa",Fremont County,6985,46.0,54430,29813,109,748,10.70866142,Iowa,IA,0.015604868000000001,,,,,,,,,
"Hamilton County, Iowa",Hamilton County,15201,42.6,55836,27963,185,1402,9.223077429,Iowa,IA,0.012170252,,,,,,,,,
"Pocahontas County, Iowa",Pocahontas County,6972,47.2,45969,27553,123,898,12.8800918,Iowa,IA,0.017641997,,,,,,,,,
"Taylor County, Iowa",Taylor County,6214,43.3,46825,27344,88,668,10.74991954,Iowa,IA,0.014161571000000001,,,,,,,,,
"Union County, Iowa",Union County,12497,40.1,47597,25098,280,1682,13.45923022,Iowa,IA,0.022405377,,,,,,,,,
"Van Buren County, Iowa",Van Buren County,7308,44.0,47197,24952,164,1014,13.87520525,Iowa,IA,0.02244116,,,,,,,,,
"Worth County, Iowa",Worth County,7502,44.4,50880,26781,248,741,9.877366036,Iowa,IA,0.033057851,,,,,,,,,
"Ringgold County, Iowa",Ringgold County,4986,45.0,50642,27621,112,518,10.38908945,Iowa,IA,0.022462896,,,,,,,,,
"Adams County, Iowa",Adams County,3785,47.7,49745,27022,79,418,11.04359313,Iowa,IA,0.020871863,,,,,,,,,
"Adair County, Iowa",Adair County,7192,45.7,49477,28861,114,661,9.190767519,Iowa,IA,0.015850945,,,,,,,,,
"Audubon County, Iowa",Audubon County,5711,48.3,48750,31523,80,614,10.75118193,Iowa,IA,0.014008055,,,,,,,,,
"Chickasaw County, Iowa",Chickasaw County,12140,44.2,50688,27973,164,1070,8.81383855,Iowa,IA,0.013509061000000001,,,,,,,,,
"Clarke County, Iowa",Clarke County,9267,40.7,49718,25879,210,1394,15.04262437,Iowa,IA,0.022661055,,,,,,,,,
"Davis County, Iowa",Davis County,8834,37.5,52390,25747,144,1196,13.53860086,Iowa,IA,0.016300657,,,,,,,,,
"Dickinson County, Iowa",Dickinson County,17000,48.7,59889,36588,280,1356,7.976470588,Iowa,IA,0.016470588,14%,18%,31%,37%,"$25,845.8 ","$33,230.3 ","$57,229.9 ","$68,306.6 ","$56,133 "
"Ida County, Iowa",Ida County,6965,44.7,51978,30192,116,701,10.06460876,Iowa,IA,0.016654702,,,,,,,,,
"Johnson County, Iowa",Johnson County,144425,29.9,59965,33039,2765,24026,16.63562403,Iowa,IA,0.019144885,18%,25%,32%,25%,"$33,230.3 ","$46,153.1 ","$59,076.0 ","$46,153.1 ","$78,588 "
"Keokuk County, Iowa",Keokuk County,10223,44.0,48399,26638,273,1130,11.053506800000001,Iowa,IA,0.02670449,,,,,,,,,
"Monroe County, Iowa",Monroe County,7912,42.2,50179,25929,223,846,10.69261881,Iowa,IA,0.028185035,,,,,,,,,
"Tama County, Iowa",Tama County,17236,43.2,56110,27074,336,1968,11.4179624,Iowa,IA,0.019494082,,,,,,,,,
"Wapello County, Iowa",Wapello County,35321,39.5,43329,23413,1100,5862,16.59635911,Iowa,IA,0.031142946,33%,18%,27%,22%,"$60,922.1 ","$33,230.3 ","$49,845.4 ","$40,614.8 ","$77,300 "
"Sioux County, Iowa",Sioux County,34692,33.3,66022,27339,413,2544,7.333102733,Iowa,IA,0.011904762,11%,20%,24%,45%,"$20,307.4 ","$36,922.5 ","$44,307.0 ","$83,075.6 ","$66,245 "
"Franklin County, Iowa",Franklin County,10326,42.4,48172,25248,232,1586,15.35928724,Iowa,IA,0.022467558,,,,,,,,,
"Calhoun County, Iowa",Calhoun County,9814,45.1,46302,27370,105,1381,14.07173426,Iowa,IA,0.010699001000000001,,,,,,,,,
"Carroll County, Iowa",Carroll County,20428,41.7,54563,29191,275,2053,10.04993147,Iowa,IA,0.013461915,,,,,,,,,
"Cedar County, Iowa",Cedar County,18368,41.9,62555,30362,306,984,5.3571428569999995,Iowa,IA,0.016659408,,,,,,,,,
"Cerro Gordo County, Iowa",Cerro Gordo County,43134,44.5,50569,31292,939,4773,11.06551676,Iowa,IA,0.02176937,28%,18%,25%,29%,"$51,691.5 ","$33,230.3 ","$46,153.1 ","$53,537.6 ","$90,744 "
"Floyd County, Iowa",Floyd County,15904,44.6,48607,28323,230,2438,15.32947686,Iowa,IA,0.014461771000000002,30%,19%,26%,25%,"$55,383.8 ","$35,076.4 ","$47,999.3 ","$46,153.1 ","$74,416 "
"Greene County, Iowa",Greene County,9046,45.7,52529,27968,296,892,9.860711917,Iowa,IA,0.032721645,,,,,,,,,
"Hardin County, Iowa",Hardin County,17239,44.4,52207,28445,217,1314,7.6222518710000005,Iowa,IA,0.012587737,,,,,,,,,
"Louisa County, Iowa",Louisa County,11238,41.0,54393,27234,235,1222,10.87382096,Iowa,IA,0.020911193999999998,,,,,,,,,
"Lucas County, Iowa",Lucas County,8600,44.8,47325,27234,179,828,9.627906977,Iowa,IA,0.020813953,,,,,,,,,
"Lyon County, Iowa",Lyon County,11745,38.0,62012,28356,145,566,4.819071946,Iowa,IA,0.012345678999999998,,,,,,,,,
"Winnebago County, Iowa",Winnebago County,10545,42.5,50072,26558,385,998,9.464201043,Iowa,IA,0.036510193999999996,,,,,,,,,
"Palo Alto County, Iowa",Palo Alto County,9110,42.3,50470,27902,63,618,6.783754116,Iowa,IA,0.006915477,,,,,,,,,
"Shelby County, Iowa",Shelby County,11772,46.9,55638,30799,231,1005,8.537206932,Iowa,IA,0.019622834,,,,,,,,,
"Appanoose County, Iowa",Appanoose County,12547,45.1,40377,25543,372,2108,16.80082888,Iowa,IA,0.029648522000000004,,,,,,,,,
"Henry County, Iowa",Henry County,19865,40.4,52275,26340,537,2255,11.35162346,Iowa,IA,0.027032469,,,,,,,,,
"Iowa County, Iowa",Iowa County,16231,41.8,58077,29881,184,1555,9.580432506000001,Iowa,IA,0.011336332,,,,,,,,,
"Jasper County, Iowa",Jasper County,36789,42.6,56363,27214,833,3171,8.619424283999999,Iowa,IA,0.022642638,25%,19%,34%,22%,"$46,153.1 ","$35,076.4 ","$62,768.3 ","$40,614.8 ","$74,721 "
"Page County, Iowa",Page County,15393,44.4,46708,25739,293,1963,12.75254986,Iowa,IA,0.019034626000000002,,,,,,,,,
"Winneshiek County, Iowa",Winneshiek County,20575,41.0,60788,29052,240,1455,7.071688943,Iowa,IA,0.011664642,,,,,,,,,
"Poweshiek County, Iowa",Poweshiek County,18428,40.7,51456,27679,465,1777,9.642934665,Iowa,IA,0.025233341,23%,20%,34%,23%,"$42,460.9 ","$36,922.5 ","$62,768.3 ","$42,460.9 ","$94,065 "
"Pottawattamie County, Iowa",Pottawattamie County,93287,39.6,56291,29085,2320,10191,10.92435173,Iowa,IA,0.024869488999999998,29%,18%,35%,18%,"$53,537.6 ","$33,230.3 ","$64,614.4 ","$33,230.3 ","$81,233 "
"Marshall County, Iowa",Marshall County,40476,38.5,52752,25693,1065,4422,10.92499259,Iowa,IA,0.026311888999999998,26%,13%,28%,33%,"$47,999.3 ","$23,999.6 ","$51,691.5 ","$60,922.1 ","$100,908 "
"Clayton County, Iowa",Clayton County,17711,46.5,51114,27719,282,1806,10.19705268,Iowa,IA,0.015922308,,,,,,,,,
"Boone County, Iowa",Boone County,26381,41.4,57906,30190,633,2426,9.196012282,Iowa,IA,0.023994542,21%,21%,34%,24%,"$38,768.6 ","$38,768.6 ","$62,768.3 ","$44,307.0 ","$84,648 "
"Bremer County, Iowa",Bremer County,24741,39.2,65440,32105,487,1781,7.19857726,Iowa,IA,0.019683925,15%,20%,35%,30%,"$27,691.9 ","$36,922.5 ","$64,614.4 ","$55,383.8 ","$73,895 "
"Buena Vista County, Iowa",Buena Vista County,20369,35.1,52784,26345,547,2654,13.02960381,Iowa,IA,0.026854534,,,,,,,,,
"Howard County, Iowa",Howard County,9321,41.8,51422,27906,140,1051,11.2756142,Iowa,IA,0.015019848,,,,,,,,,
"Emmet County, Iowa",Emmet County,9661,42.5,47419,29396,200,1212,12.54528517,Iowa,IA,0.020701791,,,,,,,,,
"Guthrie County, Iowa",Guthrie County,10664,45.7,56306,30646,196,1063,9.968117029,Iowa,IA,0.018379595,,,,,,,,,
"Hancock County, Iowa",Hancock County,10971,44.5,57840,29147,95,976,8.89618084,Iowa,IA,0.008659192,,,,,,,,,
"Humboldt County, Iowa",Humboldt County,9586,43.0,48847,29587,161,1226,12.78948467,Iowa,IA,0.016795327,,,,,,,,,
"Madison County, Iowa",Madison County,15720,40.8,60077,31449,441,1132,7.201017812000001,Iowa,IA,0.028053435,19%,20%,41%,20%,"$35,076.4 ","$36,922.5 ","$75,691.1 ","$36,922.5 ","$34,680 "
"Marion County, Iowa",Marion County,33127,39.5,57917,27815,637,2932,8.850786368,Iowa,IA,0.019229028000000002,24%,23%,36%,17%,"$44,307.0 ","$42,460.9 ","$66,460.5 ","$31,384.1 ","$69,300 "
"Washington County, Iowa",Washington County,22095,40.8,59157,28397,424,1983,8.974881195,Iowa,IA,0.019189862,20%,20%,35%,25%,"$36,922.5 ","$36,922.5 ","$64,614.4 ","$46,153.1 ","$76,500 "
"Wright County, Iowa",Wright County,12864,44.3,48935,28200,364,1585,12.32120647,Iowa,IA,0.02829602,,,,,,,,,
"Cass County, Iowa",Cass County,13327,44.6,45637,26427,167,1970,14.78202146,Iowa,IA,0.012530952,,,,,,,,,
"Cherokee County, Iowa",Cherokee County,11577,46.3,53998,30973,207,1307,11.28962598,Iowa,IA,0.01788028,,,,,,,,,
"Crawford County, Iowa",Crawford County,17131,37.6,51091,27270,538,3136,18.30599498,Iowa,IA,0.031405055,,,,,,,,,
"Des Moines County, Iowa",Des Moines County,39876,42.5,47524,27168,1143,5985,15.00902799,Iowa,IA,0.028663857999999997,30%,16%,31%,23%,"$55,383.8 ","$29,538.0 ","$57,229.9 ","$42,460.9 ","$85,500 "
"Fayette County, Iowa",Fayette County,20139,43.7,48412,27020,367,2472,12.2746909,Iowa,IA,0.018223348,27%,17%,27%,29%,"$49,845.4 ","$31,384.1 ","$49,845.4 ","$53,537.6 ","$113,788 "
"Harrison County, Iowa",Harrison County,14196,44.0,57558,29332,128,1452,10.22823331,Iowa,IA,0.009016624,,,,,,,,,
"Kossuth County, Iowa",Kossuth County,15166,45.8,54868,29949,162,1488,9.811420282,Iowa,IA,0.010681788000000001,,,,,,,,,
"Mills County, Iowa",Mills County,14933,42.1,67949,31309,242,1344,9.000200897000001,Iowa,IA,0.016205719,,,,,,,,,
"Monona County, Iowa",Monona County,8865,46.7,41598,26829,143,1284,14.48392555,Iowa,IA,0.016130852,,,,,,,,,
"Muscatine County, Iowa",Muscatine County,42923,38.1,56398,28028,782,4442,10.34876407,Iowa,IA,0.018218671000000002,23%,18%,38%,21%,"$42,460.9 ","$33,230.3 ","$70,152.8 ","$38,768.6 ","$66,333 "
"Osceola County, Iowa",Osceola County,6149,44.0,53604,26776,54,689,11.205074,Iowa,IA,0.008781915999999999,,,,,,,,,
"Polk County, Iowa",Polk County,467235,35.2,63530,33524,12424,53570,11.46532259,Iowa,IA,0.026590474,22%,22%,38%,18%,"$40,614.8 ","$40,614.8 ","$70,152.8 ","$33,230.3 ","$79,486 "
"Webster County, Iowa",Webster County,36945,39.6,42148,24629,997,5539,14.992556500000001,Iowa,IA,0.02698606,29%,23%,33%,15%,"$53,537.6 ","$42,460.9 ","$60,922.1 ","$27,691.9 ","$57,309 "
"Story County, Iowa",Story County,95888,25.9,52671,27392,2382,18822,19.62915068,Iowa,IA,0.024841482,17%,24%,29%,30%,"$31,384.1 ","$44,307.0 ","$53,537.6 ","$55,383.8 ","$77,663 "
"Woodbury County, Iowa",Woodbury County,102397,35.6,51350,25699,2582,13969,13.64200123,Iowa,IA,0.025215582,34%,20%,30%,16%,"$62,768.3 ","$36,922.5 ","$55,383.8 ","$29,538.0 ","$65,755 "
"Black Hawk County, Iowa",Black Hawk County,132960,34.9,50916,27669,3840,20292,15.26173285,Iowa,IA,0.028880866,28%,23%,31%,18%,"$51,691.5 ","$42,460.9 ","$57,229.9 ","$33,230.3 ","$72,543 "
